title,description,category,brand,condition,price,seller_account_age_days,seller_review_count,seller_rating_average,prior_flagged_listings,active_listing_count,duplicate_photo,urgent_language,off_platform_contact,prohibited_language,brand_mismatch,label,source
Trek bicycle new near Gulshan,new Trek bicycle available near Gulshan. Inspection welcome before purchase.,bicycle,Trek,new,24500,643,27,4.6,1,6,0,0,0,0,0,clean,synthetic_showcase_generator
LG appliance new near Mirpur,new LG appliance available near Mirpur. Inspection welcome before purchase.,appliance,LG,new,28550,69,33,5.0,0,6,0,0,0,0,0,clean,synthetic_showcase_generator
Generic fashion new near Mohammadpur,"final price today sale. IMO only, pay deposit first before inspection.",fashion,Generic,new,1600,0,1,2.2,2,3,0,1,1,0,0,fraud,synthetic_showcase_generator
OReilly books new near Uttara,"bkash only sale. WhatsApp only, pay deposit first before inspection.",books,OReilly,new,800,0,0,3.2,0,12,0,1,1,0,0,fraud,synthetic_showcase_generator
Logitech gaming new near Badda,"final price today sale. direct call only, pay deposit first before inspection.",gaming,Logitech,new,14650,5,1,1.4,2,7,0,1,1,0,0,fraud,synthetic_showcase_generator
Baseus accessories new near Wari,"advance sale. Telegram only, pay deposit first before inspection.",accessories,Baseus,new,2000,0,0,0.2,2,9,0,1,1,0,0,fraud,synthetic_showcase_generator
Samsung phone excellent near Dhanmondi,"bkash only sale. IMO only, pay deposit first before inspection.",phone,Samsung,excellent,18300,3,1,3.7,0,9,0,1,1,0,0,fraud,synthetic_showcase_generator
Dell laptop excellent near Banani,"token money sale. IMO only, pay deposit first before inspection.",laptop,Dell,excellent,28150,5,1,1.2,1,9,0,1,1,0,0,fraud,synthetic_showcase_generator
Fujifilm camera excellent near Gulshan,"bkash only sale. WhatsApp only, pay deposit first before inspection.",camera,Fujifilm,excellent,11800,3,0,2.5,4,7,0,1,1,0,0,fraud,synthetic_showcase_generator
Hatil furniture excellent near Mirpur,"bkash only sale. Telegram only, pay deposit first before inspection.",furniture,Hatil,excellent,2550,1,1,1.3,1,4,0,1,1,0,0,fraud,synthetic_showcase_generator
Phoenix bicycle excellent near Mohammadpur,"inbox fast sale. WhatsApp only, pay deposit first before inspection.",bicycle,Phoenix,excellent,4550,2,0,2.6,1,9,0,1,1,0,0,fraud,synthetic_showcase_generator
Singer appliance excellent near Uttara,"urgent sale. outside app only, pay deposit first before inspection.",appliance,Singer,excellent,4900,3,0,2.5,1,9,0,1,1,0,0,fraud,synthetic_showcase_generator
Aarong fashion excellent near Badda,"no inspection sale. Telegram only, pay deposit first before inspection.",fashion,Aarong,excellent,1700,2,1,2.9,1,11,0,1,1,0,0,fraud,synthetic_showcase_generator
Cambridge books excellent near Wari,"urgent sale. Telegram only, pay deposit first before inspection.",books,Cambridge,excellent,750,5,0,2.2,1,7,0,1,1,0,0,fraud,synthetic_showcase_generator
Microsoft gaming excellent near Dhanmondi,"advance sale. outside app only, pay deposit first before inspection.",gaming,Microsoft,excellent,7100,1,1,1.3,3,3,0,1,1,0,0,fraud,synthetic_showcase_generator
Generic accessories excellent near Banani,"urgent sale. WhatsApp only, pay deposit first before inspection.",accessories,Generic,excellent,2300,0,1,2.0,1,12,0,1,1,0,0,fraud,synthetic_showcase_generator
Apple phone good near Gulshan,"final price today sale. direct call only, pay deposit first before inspection.",phone,Apple,good,9400,1,1,1.0,4,10,0,1,1,0,0,fraud,synthetic_showcase_generator
Dell laptop good near Mirpur,"advance sale. Telegram only, pay deposit first before inspection.",laptop,Dell,good,23150,2,0,0.6,4,6,0,1,1,0,0,fraud,synthetic_showcase_generator
Sony camera good near Mohammadpur,"token money sale. direct call only, pay deposit first before inspection.",camera,Sony,good,8400,0,1,1.2,0,5,0,1,1,0,0,fraud,synthetic_showcase_generator
Hatil furniture good near Uttara,"token money sale. Telegram only, pay deposit first before inspection.",furniture,Hatil,good,3750,0,0,1.0,0,12,0,1,1,0,0,fraud,synthetic_showcase_generator
Trek bicycle good near Badda,"final price today sale. outside app only, pay deposit first before inspection.",bicycle,Trek,good,3850,3,0,2.0,4,7,0,1,1,0,0,fraud,synthetic_showcase_generator
Singer appliance good near Wari,"token money sale. outside app only, pay deposit first before inspection.",appliance,Singer,good,4850,2,1,2.7,4,8,0,1,1,0,0,fraud,synthetic_showcase_generator
Sailor fashion good near Dhanmondi,Same photo repost. bkash only pickup near Dhanmondi.,fashion,Sailor,good,700,5,1,0.3,0,9,1,1,0,0,0,duplicate,synthetic_showcase_generator
Cambridge books good near Banani,Same photo repost. advance pickup near Banani.,books,Cambridge,good,250,0,0,2.3,2,3,1,1,0,0,0,duplicate,synthetic_showcase_generator
Microsoft gaming good near Gulshan,Same photo repost. token money pickup near Gulshan.,gaming,Microsoft,good,9200,2,1,2.4,2,11,1,1,0,0,0,duplicate,synthetic_showcase_generator
Baseus accessories good near Mirpur,Same photo repost. token money pickup near Mirpur.,accessories,Baseus,good,1400,2,1,2.6,4,10,1,1,0,0,0,duplicate,synthetic_showcase_generator
Xiaomi phone fair near Mohammadpur,Same photo repost. final price today pickup near Mohammadpur.,phone,Xiaomi,fair,9050,6,1,2.6,4,6,1,1,0,0,0,duplicate,synthetic_showcase_generator
HP laptop fair near Uttara,Same photo repost. final price today pickup near Uttara.,laptop,HP,fair,9150,4,0,2.1,4,7,1,1,0,0,0,duplicate,synthetic_showcase_generator
Nikon camera fair near Badda,Same photo repost. advance pickup near Badda.,camera,Nikon,fair,7150,4,1,0.5,0,11,1,1,0,0,0,duplicate,synthetic_showcase_generator
Local furniture fair near Wari,Same photo repost. advance pickup near Wari.,furniture,Local,fair,1400,0,1,3.7,4,6,1,1,0,0,0,duplicate,synthetic_showcase_generator
Phoenix bicycle fair near Dhanmondi,Same photo repost. bkash only pickup near Dhanmondi.,bicycle,Phoenix,fair,1900,5,0,3.7,4,3,1,1,0,0,0,duplicate,synthetic_showcase_generator
sim card service near Banani,NID card available. Telegram for direct deal.,appliance,Singer,fair,3550,0,0,3.4,4,7,0,0,1,1,0,prohibited,synthetic_showcase_generator
bank account service near Gulshan,sim card available. IMO for direct deal.,fashion,Generic,fair,3450,4,0,3.1,0,7,0,0,1,1,0,prohibited,synthetic_showcase_generator
bank account service near Mirpur,bank account available. direct call for direct deal.,books,OReilly,fair,4500,1,1,2.8,1,11,0,0,1,1,0,prohibited,synthetic_showcase_generator
passport service near Mohammadpur,NID card available. direct call for direct deal.,gaming,Logitech,fair,2800,3,1,0.0,0,5,0,0,1,1,0,prohibited,synthetic_showcase_generator
driving license service near Uttara,NID card available. WhatsApp for direct deal.,accessories,Baseus,fair,5850,2,0,3.0,4,11,0,0,1,1,0,prohibited,synthetic_showcase_generator
bank account service near Badda,driving license available. Telegram for direct deal.,phone,Samsung,poor,3100,1,0,1.7,1,9,0,0,1,1,0,prohibited,synthetic_showcase_generator
NID card service near Wari,bank account available. Telegram for direct deal.,laptop,Asus,poor,6800,3,0,1.7,3,7,0,0,1,1,0,prohibited,synthetic_showcase_generator
Fujifilm Sony mixed listing,Brand field and title do not match. final price today.,camera,Fujifilm,poor,9200,6,1,1.5,1,8,0,0,0,0,1,spam,synthetic_showcase_generator
Hatil Dell mixed listing,Brand field and title do not match. no inspection.,furniture,Hatil,poor,1850,2,0,3.2,1,3,0,0,0,0,1,spam,synthetic_showcase_generator
Duranta Aarong mixed listing,Brand field and title do not match. urgent.,bicycle,Duranta,poor,6400,2,1,0.4,0,10,0,0,0,0,1,spam,synthetic_showcase_generator
Walton Nilkhet mixed listing,Brand field and title do not match. bkash only.,appliance,Walton,poor,4700,4,1,1.2,3,12,0,0,0,0,1,spam,synthetic_showcase_generator
Sailor Baseus mixed listing,Brand field and title do not match. token money.,fashion,Sailor,poor,850,6,1,1.5,4,11,0,0,0,0,1,spam,synthetic_showcase_generator
Nilkhet Apple mixed listing,Brand field and title do not match. urgent.,books,Nilkhet,poor,550,1,0,1.6,0,6,0,0,0,0,1,spam,synthetic_showcase_generator
Logitech Singer mixed listing,Brand field and title do not match. token money.,gaming,Logitech,poor,5300,6,0,0.3,1,6,0,0,0,0,1,spam,synthetic_showcase_generator
Anker Sailor mixed listing,Brand field and title do not match. final price today.,accessories,Anker,poor,900,2,1,2.6,0,10,0,0,0,0,1,spam,synthetic_showcase_generator
Google phone new near Dhanmondi,new Google phone available near Dhanmondi. Inspection welcome before purchase.,phone,Google,new,46350,762,35,4.7,0,2,0,0,0,0,0,clean,synthetic_showcase_generator
Apple laptop new near Banani,new Apple laptop available near Banani. Inspection welcome before purchase.,laptop,Apple,new,68850,145,7,4.8,0,4,0,0,0,0,0,clean,synthetic_showcase_generator
Fujifilm camera new near Gulshan,new Fujifilm camera available near Gulshan. Inspection welcome before purchase.,camera,Fujifilm,new,49850,502,3,4.5,0,1,0,0,0,0,0,clean,synthetic_showcase_generator
Local furniture new near Mirpur,new Local furniture available near Mirpur. Inspection welcome before purchase.,furniture,Local,new,10100,488,35,4.2,0,1,0,0,0,0,0,clean,synthetic_showcase_generator
Giant bicycle new near Mohammadpur,new Giant bicycle available near Mohammadpur. Inspection welcome before purchase.,bicycle,Giant,new,19800,542,12,4.2,0,4,0,0,0,0,0,clean,synthetic_showcase_generator
Walton appliance new near Uttara,new Walton appliance available near Uttara. Inspection welcome before purchase. Original receipt available.,appliance,Walton,new,25550,712,24,4.1,1,4,0,0,0,0,0,clean,synthetic_showcase_generator
Generic fashion new near Badda,new Generic fashion available near Badda. Inspection welcome before purchase. Original receipt available.,fashion,Generic,new,3300,467,7,4.7,0,3,0,0,0,0,0,clean,synthetic_showcase_generator
Nilkhet books new near Wari,new Nilkhet books available near Wari. Inspection welcome before purchase. Original receipt available.,books,Nilkhet,new,1450,716,21,4.0,0,4,0,0,0,0,0,clean,synthetic_showcase_generator
Nintendo gaming new near Dhanmondi,new Nintendo gaming available near Dhanmondi. Inspection welcome before purchase. Original receipt available.,gaming,Nintendo,new,36550,771,6,4.3,1,1,0,0,0,0,0,clean,synthetic_showcase_generator
Apple accessories new near Banani,new Apple accessories available near Banani. Inspection welcome before purchase.,accessories,Apple,new,6150,289,25,4.5,0,1,0,0,0,0,0,clean,synthetic_showcase_generator
Google phone excellent near Gulshan,excellent Google phone available near Gulshan. Inspection welcome before purchase.,phone,Google,excellent,37900,19,7,4.8,0,1,0,0,0,0,0,clean,synthetic_showcase_generator
Asus laptop excellent near Mirpur,excellent Asus laptop available near Mirpur. Inspection welcome before purchase.,laptop,Asus,excellent,67600,424,30,4.3,0,7,0,0,0,0,0,clean,synthetic_showcase_generator
Sony camera excellent near Mohammadpur,excellent Sony camera available near Mohammadpur. Inspection welcome before purchase.,camera,Sony,excellent,40100,16,22,4.8,0,6,0,0,0,0,0,clean,synthetic_showcase_generator
Local furniture excellent near Uttara,excellent Local furniture available near Uttara. Inspection welcome before purchase.,furniture,Local,excellent,10650,152,12,4.2,1,5,0,0,0,0,0,clean,synthetic_showcase_generator
Trek bicycle excellent near Badda,excellent Trek bicycle available near Badda. Inspection welcome before purchase.,bicycle,Trek,excellent,13550,864,30,4.4,0,6,0,0,0,0,0,clean,synthetic_showcase_generator
Samsung appliance excellent near Wari,excellent Samsung appliance available near Wari. Inspection welcome before purchase.,appliance,Samsung,excellent,21050,101,4,4.3,0,5,0,0,0,0,0,clean,synthetic_showcase_generator
Aarong fashion excellent near Dhanmondi,excellent Aarong fashion available near Dhanmondi. Inspection welcome before purchase.,fashion,Aarong,excellent,3350,849,26,4.7,0,1,0,0,0,0,0,clean,synthetic_showcase_generator
Pearson books excellent near Banani,excellent Pearson books available near Banani. Inspection welcome before purchase.,books,Pearson,excellent,1150,840,14,4.3,0,6,0,0,0,0,0,clean,synthetic_showcase_generator
Microsoft gaming excellent near Gulshan,excellent Microsoft gaming available near Gulshan. Inspection welcome before purchase.,gaming,Microsoft,excellent,27850,499,35,4.4,0,5,0,0,0,0,0,clean,synthetic_showcase_generator
Anker accessories excellent near Mirpur,excellent Anker accessories available near Mirpur. Inspection welcome before purchase.,accessories,Anker,excellent,5700,88,21,4.0,0,2,0,0,0,0,0,clean,synthetic_showcase_generator
OnePlus phone good near Mohammadpur,good OnePlus phone available near Mohammadpur. Inspection welcome before purchase.,phone,OnePlus,good,34150,65,17,4.0,0,5,0,0,0,0,0,clean,synthetic_showcase_generator
Apple laptop good near Uttara,good Apple laptop available near Uttara. Inspection welcome before purchase.,laptop,Apple,good,47550,423,11,4.7,1,2,0,0,0,0,0,clean,synthetic_showcase_generator
Sony camera good near Badda,good Sony camera available near Badda. Inspection welcome before purchase.,camera,Sony,good,31900,815,6,4.6,0,3,0,0,0,0,0,clean,synthetic_showcase_generator
Hatil furniture good near Wari,good Hatil furniture available near Wari. Inspection welcome before purchase.,furniture,Hatil,good,9200,271,28,4.7,1,2,0,0,0,0,0,clean,synthetic_showcase_generator
Phoenix bicycle good near Dhanmondi,good Phoenix bicycle available near Dhanmondi. Inspection welcome before purchase.,bicycle,Phoenix,good,10700,357,2,4.6,1,8,0,0,0,0,0,clean,synthetic_showcase_generator
Samsung appliance good near Banani,good Samsung appliance available near Banani. Inspection welcome before purchase.,appliance,Samsung,good,17050,818,25,4.6,0,3,0,0,0,0,0,clean,synthetic_showcase_generator
Generic fashion good near Gulshan,good Generic fashion available near Gulshan. Inspection welcome before purchase.,fashion,Generic,good,3100,191,24,4.8,0,4,0,0,0,0,0,clean,synthetic_showcase_generator
Cambridge books good near Mirpur,good Cambridge books available near Mirpur. Inspection welcome before purchase.,books,Cambridge,good,1050,569,4,4.2,0,5,0,0,0,0,0,clean,synthetic_showcase_generator
Nintendo gaming good near Mohammadpur,good Nintendo gaming available near Mohammadpur. Inspection welcome before purchase.,gaming,Nintendo,good,22600,839,6,4.9,0,7,0,0,0,0,0,clean,synthetic_showcase_generator
Generic accessories good near Uttara,good Generic accessories available near Uttara. Inspection welcome before purchase.,accessories,Generic,good,3950,171,34,4.4,1,7,0,0,0,0,0,clean,synthetic_showcase_generator
Xiaomi phone fair near Badda,fair Xiaomi phone available near Badda. Inspection welcome before purchase.,phone,Xiaomi,fair,24800,220,18,4.4,1,2,0,0,0,0,0,clean,synthetic_showcase_generator
Lenovo laptop fair near Wari,fair Lenovo laptop available near Wari. Inspection welcome before purchase.,laptop,Lenovo,fair,31150,838,34,4.8,0,7,0,0,0,0,0,clean,synthetic_showcase_generator
Canon camera fair near Dhanmondi,fair Canon camera available near Dhanmondi. Inspection welcome before purchase.,camera,Canon,fair,25350,795,34,4.2,0,4,0,0,0,0,0,clean,synthetic_showcase_generator
Hatil furniture fair near Banani,fair Hatil furniture available near Banani. Inspection welcome before purchase.,furniture,Hatil,fair,5150,311,29,4.2,0,4,0,0,0,0,0,clean,synthetic_showcase_generator
Giant bicycle fair near Gulshan,fair Giant bicycle available near Gulshan. Inspection welcome before purchase. Original receipt available.,bicycle,Giant,fair,8700,387,25,4.7,0,8,0,0,0,0,0,clean,synthetic_showcase_generator
Samsung appliance fair near Mirpur,fair Samsung appliance available near Mirpur. Inspection welcome before purchase. Original receipt available.,appliance,Samsung,fair,9500,524,5,4.2,1,8,0,0,0,0,0,clean,synthetic_showcase_generator
Generic fashion fair near Mohammadpur,fair Generic fashion available near Mohammadpur. Inspection welcome before purchase.,fashion,Generic,fair,2100,292,5,4.9,0,4,0,0,0,0,0,clean,synthetic_showcase_generator
Cambridge books fair near Uttara,fair Cambridge books available near Uttara. Inspection welcome before purchase.,books,Cambridge,fair,650,256,13,4.8,0,3,0,0,0,0,0,clean,synthetic_showcase_generator
Sony gaming fair near Badda,fair Sony gaming available near Badda. Inspection welcome before purchase.,gaming,Sony,fair,14900,186,26,4.6,0,2,0,0,0,0,0,clean,synthetic_showcase_generator
Apple accessories fair near Wari,fair Apple accessories available near Wari. Inspection welcome before purchase.,accessories,Apple,fair,3300,60,18,4.6,1,3,0,0,0,0,0,clean,synthetic_showcase_generator
Google phone poor near Dhanmondi,poor Google phone available near Dhanmondi. Inspection welcome before purchase.,phone,Google,poor,14750,61,31,4.7,0,7,0,0,0,0,0,clean,synthetic_showcase_generator
Asus laptop poor near Banani,poor Asus laptop available near Banani. Inspection welcome before purchase.,laptop,Asus,poor,15300,565,3,4.4,1,4,0,0,0,0,0,clean,synthetic_showcase_generator
Canon camera poor near Gulshan,poor Canon camera available near Gulshan. Inspection welcome before purchase.,camera,Canon,poor,13500,409,18,4.6,0,6,0,0,0,0,0,clean,synthetic_showcase_generator
Hatil furniture poor near Mirpur,poor Hatil furniture available near Mirpur. Inspection welcome before purchase.,furniture,Hatil,poor,3700,427,10,4.9,1,3,0,0,0,0,0,clean,synthetic_showcase_generator
Phoenix bicycle poor near Mohammadpur,poor Phoenix bicycle available near Mohammadpur. Inspection welcome before purchase.,bicycle,Phoenix,poor,4850,150,2,4.3,0,1,0,0,0,0,0,clean,synthetic_showcase_generator
Samsung appliance poor near Uttara,poor Samsung appliance available near Uttara. Inspection welcome before purchase.,appliance,Samsung,poor,6900,53,23,5.0,1,1,0,0,0,0,0,clean,synthetic_showcase_generator
Sailor fashion poor near Badda,poor Sailor fashion available near Badda. Inspection welcome before purchase.,fashion,Sailor,poor,900,719,25,4.1,0,5,0,0,0,0,0,clean,synthetic_showcase_generator
OReilly books poor near Wari,poor OReilly books available near Wari. Inspection welcome before purchase.,books,OReilly,poor,450,150,7,4.3,0,4,0,0,0,0,0,clean,synthetic_showcase_generator
Sony gaming poor near Dhanmondi,poor Sony gaming available near Dhanmondi. Inspection welcome before purchase. Original receipt available.,gaming,Sony,poor,8200,295,8,4.3,0,2,0,0,0,0,0,clean,synthetic_showcase_generator
Generic accessories poor near Banani,poor Generic accessories available near Banani. Inspection welcome before purchase.,accessories,Generic,poor,1300,20,33,4.4,1,3,0,0,0,0,0,clean,synthetic_showcase_generator
OnePlus phone new near Gulshan,new OnePlus phone available near Gulshan. Inspection welcome before purchase.,phone,OnePlus,new,62100,306,5,4.2,0,4,0,0,0,0,0,clean,synthetic_showcase_generator
Asus laptop new near Mirpur,new Asus laptop available near Mirpur. Inspection welcome before purchase.,laptop,Asus,new,69450,93,33,4.9,0,8,0,0,0,0,0,clean,synthetic_showcase_generator
Fujifilm camera new near Mohammadpur,new Fujifilm camera available near Mohammadpur. Inspection welcome before purchase.,camera,Fujifilm,new,42450,336,2,4.9,1,2,0,0,0,0,0,clean,synthetic_showcase_generator
Otobi furniture new near Uttara,new Otobi furniture available near Uttara. Inspection welcome before purchase.,furniture,Otobi,new,13150,21,22,4.6,0,7,0,0,0,0,0,clean,synthetic_showcase_generator
Phoenix bicycle new near Badda,new Phoenix bicycle available near Badda. Inspection welcome before purchase.,bicycle,Phoenix,new,19600,98,10,4.7,0,5,0,0,0,0,0,clean,synthetic_showcase_generator
Singer appliance new near Wari,new Singer appliance available near Wari. Inspection welcome before purchase.,appliance,Singer,new,29200,681,12,4.9,0,4,0,0,0,0,0,clean,synthetic_showcase_generator
Aarong fashion new near Dhanmondi,"urgent sale. Telegram only, pay deposit first before inspection.",fashion,Aarong,new,1050,6,1,2.3,3,8,0,1,1,0,0,fraud,synthetic_showcase_generator
Pearson books new near Banani,"inbox fast sale. direct call only, pay deposit first before inspection.",books,Pearson,new,550,4,0,0.3,4,11,0,1,1,0,0,fraud,synthetic_showcase_generator
Logitech gaming new near Gulshan,"token money sale. direct call only, pay deposit first before inspection.",gaming,Logitech,new,17850,1,0,2.3,0,6,0,1,1,0,0,fraud,synthetic_showcase_generator
Generic accessories new near Mirpur,"urgent sale. Telegram only, pay deposit first before inspection.",accessories,Generic,new,2500,2,0,2.4,2,3,0,1,1,0,0,fraud,synthetic_showcase_generator
Samsung phone excellent near Mohammadpur,"no inspection sale. IMO only, pay deposit first before inspection.",phone,Samsung,excellent,12750,1,0,3.7,0,12,0,1,1,0,0,fraud,synthetic_showcase_generator
Dell laptop excellent near Uttara,"token money sale. outside app only, pay deposit first before inspection.",laptop,Dell,excellent,15350,2,0,2.8,4,10,0,1,1,0,0,fraud,synthetic_showcase_generator
Sony camera excellent near Badda,"inbox fast sale. IMO only, pay deposit first before inspection.",camera,Sony,excellent,6000,4,0,1.5,3,9,0,1,1,0,0,fraud,synthetic_showcase_generator
Hatil furniture excellent near Wari,"final price today sale. Telegram only, pay deposit first before inspection.",furniture,Hatil,excellent,1650,2,0,1.3,3,11,0,1,1,0,0,fraud,synthetic_showcase_generator
Duranta bicycle excellent near Dhanmondi,"no inspection sale. IMO only, pay deposit first before inspection.",bicycle,Duranta,excellent,5000,6,1,0.2,0,6,0,1,1,0,0,fraud,synthetic_showcase_generator
Walton appliance excellent near Banani,"bkash only sale. outside app only, pay deposit first before inspection.",appliance,Walton,excellent,6650,2,0,2.3,1,11,0,1,1,0,0,fraud,synthetic_showcase_generator
Sailor fashion excellent near Gulshan,"token money sale. WhatsApp only, pay deposit first before inspection.",fashion,Sailor,excellent,1250,1,0,2.9,2,9,0,1,1,0,0,fraud,synthetic_showcase_generator
OReilly books excellent near Mirpur,"urgent sale. WhatsApp only, pay deposit first before inspection.",books,OReilly,excellent,650,0,0,0.2,0,10,0,1,1,0,0,fraud,synthetic_showcase_generator
Nintendo gaming excellent near Mohammadpur,"final price today sale. IMO only, pay deposit first before inspection.",gaming,Nintendo,excellent,5850,4,1,0.2,0,10,0,1,1,0,0,fraud,synthetic_showcase_generator
Anker accessories excellent near Uttara,"urgent sale. WhatsApp only, pay deposit first before inspection.",accessories,Anker,excellent,1500,3,0,2.1,0,10,0,1,1,0,0,fraud,synthetic_showcase_generator
Xiaomi phone good near Badda,"urgent sale. Telegram only, pay deposit first before inspection.",phone,Xiaomi,good,17800,2,1,2.5,3,5,0,1,1,0,0,fraud,synthetic_showcase_generator
Dell laptop good near Wari,"advance sale. outside app only, pay deposit first before inspection.",laptop,Dell,good,9000,0,1,0.7,0,7,0,1,1,0,0,fraud,synthetic_showcase_generator
Fujifilm camera good near Dhanmondi,"no inspection sale. Telegram only, pay deposit first before inspection.",camera,Fujifilm,good,13750,1,1,2.3,4,5,0,1,1,0,0,fraud,synthetic_showcase_generator
Regal furniture good near Banani,"inbox fast sale. outside app only, pay deposit first before inspection.",furniture,Regal,good,2950,4,1,1.3,0,7,0,1,1,0,0,fraud,synthetic_showcase_generator
Phoenix bicycle good near Gulshan,"inbox fast sale. outside app only, pay deposit first before inspection.",bicycle,Phoenix,good,2950,0,1,2.0,2,5,0,1,1,0,0,fraud,synthetic_showcase_generator
Walton appliance good near Mirpur,"final price today sale. WhatsApp only, pay deposit first before inspection.",appliance,Walton,good,6650,1,1,2.4,1,4,0,1,1,0,0,fraud,synthetic_showcase_generator
Sailor fashion good near Mohammadpur,Same photo repost. token money pickup near Mohammadpur.,fashion,Sailor,good,1150,1,0,3.0,3,12,1,1,0,0,0,duplicate,synthetic_showcase_generator
OReilly books good near Uttara,Same photo repost. advance pickup near Uttara.,books,OReilly,good,200,3,0,0.4,3,11,1,1,0,0,0,duplicate,synthetic_showcase_generator
Sony gaming good near Badda,Same photo repost. advance pickup near Badda.,gaming,Sony,good,3950,1,0,1.3,3,8,1,1,0,0,0,duplicate,synthetic_showcase_generator
Baseus accessories good near Wari,Same photo repost. advance pickup near Wari.,accessories,Baseus,good,1300,0,0,1.2,2,9,1,1,0,0,0,duplicate,synthetic_showcase_generator
Apple phone fair near Dhanmondi,Same photo repost. bkash only pickup near Dhanmondi.,phone,Apple,fair,9200,4,1,0.9,2,12,1,1,0,0,0,duplicate,synthetic_showcase_generator
Dell laptop fair near Banani,Same photo repost. advance pickup near Banani.,laptop,Dell,fair,8600,2,1,0.4,2,5,1,1,0,0,0,duplicate,synthetic_showcase_generator
Canon camera fair near Gulshan,Same photo repost. token money pickup near Gulshan.,camera,Canon,fair,4450,2,0,1.6,1,8,1,1,0,0,0,duplicate,synthetic_showcase_generator
Hatil furniture fair near Mirpur,Same photo repost. urgent pickup near Mirpur.,furniture,Hatil,fair,2200,4,0,2.3,4,6,1,1,0,0,0,duplicate,synthetic_showcase_generator
Giant bicycle fair near Mohammadpur,Same photo repost. urgent pickup near Mohammadpur.,bicycle,Giant,fair,4000,6,0,1.3,1,11,1,1,0,0,0,duplicate,synthetic_showcase_generator
driving license service near Uttara,passport available. outside app for direct deal.,appliance,Samsung,fair,2850,2,1,2.0,4,9,0,0,1,1,0,prohibited,synthetic_showcase_generator
driving license service near Badda,sim card available. IMO for direct deal.,fashion,Yellow,fair,5400,0,1,3.1,4,6,0,0,1,1,0,prohibited,synthetic_showcase_generator
NID card service near Wari,passport available. outside app for direct deal.,books,OReilly,fair,5050,5,1,1.8,3,9,0,0,1,1,0,prohibited,synthetic_showcase_generator
sim card service near Dhanmondi,NID card available. Telegram for direct deal.,gaming,Nintendo,fair,2250,2,0,0.1,2,6,0,0,1,1,0,prohibited,synthetic_showcase_generator
NID card service near Banani,bank account available. Telegram for direct deal.,accessories,Generic,fair,2300,0,0,3.3,1,9,0,0,1,1,0,prohibited,synthetic_showcase_generator
sim card service near Gulshan,driving license available. direct call for direct deal.,phone,Google,poor,6500,0,1,3.8,2,11,0,0,1,1,0,prohibited,synthetic_showcase_generator
NID card service near Mirpur,sim card available. direct call for direct deal.,laptop,Apple,poor,4350,3,1,0.3,4,12,0,0,1,1,0,prohibited,synthetic_showcase_generator
Sony Microsoft mixed listing,Brand field and title do not match. urgent.,camera,Sony,poor,6950,2,0,0.7,4,10,0,0,0,0,1,spam,synthetic_showcase_generator
Otobi Apple mixed listing,Brand field and title do not match. urgent.,furniture,Otobi,poor,2700,0,1,2.1,4,8,0,0,0,0,1,spam,synthetic_showcase_generator
Giant Sailor mixed listing,Brand field and title do not match. no inspection.,bicycle,Giant,poor,4550,0,1,0.1,0,9,0,0,0,0,1,spam,synthetic_showcase_generator
LG Baseus mixed listing,Brand field and title do not match. final price today.,appliance,LG,poor,2950,6,1,3.2,1,8,0,0,0,0,1,spam,synthetic_showcase_generator
Aarong Samsung mixed listing,Brand field and title do not match. advance.,fashion,Aarong,poor,600,2,0,1.7,2,12,0,0,0,0,1,spam,synthetic_showcase_generator
OReilly Baseus mixed listing,Brand field and title do not match. urgent.,books,OReilly,poor,550,1,1,0.2,0,5,0,0,0,0,1,spam,synthetic_showcase_generator
Logitech Asus mixed listing,Brand field and title do not match. no inspection.,gaming,Logitech,poor,3950,2,1,0.4,0,9,0,0,0,0,1,spam,synthetic_showcase_generator
Baseus Duranta mixed listing,Brand field and title do not match. bkash only.,accessories,Baseus,poor,2000,4,1,1.7,1,11,0,0,0,0,1,spam,synthetic_showcase_generator
Apple phone new near Mohammadpur,new Apple phone available near Mohammadpur. Inspection welcome before purchase.,phone,Apple,new,57850,799,7,4.6,0,1,0,0,0,0,0,clean,synthetic_showcase_generator
Asus laptop new near Uttara,new Asus laptop available near Uttara. Inspection welcome before purchase.,laptop,Asus,new,64100,886,14,4.5,1,8,0,0,0,0,0,clean,synthetic_showcase_generator
Fujifilm camera new near Badda,new Fujifilm camera available near Badda. Inspection welcome before purchase.,camera,Fujifilm,new,37900,664,35,4.3,1,4,0,0,0,0,0,clean,synthetic_showcase_generator
Hatil furniture new near Wari,new Hatil furniture available near Wari. Inspection welcome before purchase. Original receipt available.,furniture,Hatil,new,15150,72,3,4.3,0,5,0,0,0,0,0,clean,synthetic_showcase_generator
Trek bicycle new near Dhanmondi,new Trek bicycle available near Dhanmondi. Inspection welcome before purchase.,bicycle,Trek,new,21750,385,2,4.3,0,3,0,0,0,0,0,clean,synthetic_showcase_generator
Singer appliance new near Banani,new Singer appliance available near Banani. Inspection welcome before purchase.,appliance,Singer,new,20800,85,35,4.2,0,4,0,0,0,0,0,clean,synthetic_showcase_generator
Yellow fashion new near Gulshan,new Yellow fashion available near Gulshan. Inspection welcome before purchase.,fashion,Yellow,new,3350,220,11,4.7,0,8,0,0,0,0,0,clean,synthetic_showcase_generator
